,accommodates,review_scores_rating,bedrooms,bathrooms,beds,price,geometry,X,Y
9418,6,100.0,2.0,1.0,3.0,70.0,POINT (1492387.456464689 6896572.413276055),1492387.4564646895,6896572.413276055
9419,2,97.0,1.0,1.0,1.0,49.0,POINT (1492691.868695859 6896684.630036807),1492691.8686958593,6896684.630036807
9420,2,95.0,1.0,1.0,2.0,50.0,POINT (1493906.017713127 6897672.807897547),1493906.0177131272,6897672.807897547
9421,4,100.0,2.0,1.5,4.0,99.0,POINT (1492946.257747568 6898029.476963184),1492946.257747568,6898029.476963184
9422,12,97.0,1.0,1.5,12.0,20.0,POINT (1492534.358671885 6898053.941623854),1492534.3586718854,6898053.9416238535
9423,2,88.0,1.0,1.0,1.0,50.0,POINT (1492972.154191792 6897595.881024118),1492972.1541917915,6897595.881024118
9424,2,100.0,1.0,1.0,1.0,45.0,POINT (1492767.873862648 6897896.728194664),1492767.8738626477,6897896.728194664
9426,3,89.0,1.0,1.0,3.0,69.0,POINT (1492918.029675109 6897577.575369645),1492918.0296751086,6897577.575369645
9427,12,100.0,1.0,2.0,12.0,20.0,POINT (1492717.890337762 6898127.915769104),1492717.890337762,6898127.915769104
9428,1,92.0,1.0,1.0,1.0,40.0,POINT (1492971.492761088 6896479.36862613),1492971.4927610883,6896479.36862613
9431,8,74.0,3.0,1.0,5.0,230.0,POINT (1493858.258637059 6896849.153688368),1493858.2586370595,6896849.153688368
9432,2,100.0,0.0,1.0,1.0,28.0,POINT (1492758.823841313 6897270.391315727),1492758.8238413127,6897270.391315727
9433,1,94.0,1.0,1.0,1.0,35.0,POINT (1493067.600961799 6897068.752131134),1493067.600961799,6897068.752131134
9435,2,97.0,1.0,1.5,1.0,39.0,POINT (1492838.701539561 6898477.944679696),1492838.7015395607,6898477.944679696
9436,3,99.0,2.0,2.0,2.0,125.0,POINT (1493697.702367983 6897894.241780856),1493697.7023679826,6897894.241780856
9437,2,80.0,1.0,1.0,2.0,45.0,POINT (1493376.404601453 6896760.230518636),1493376.4046014529,6896760.230518636
9438,2,100.0,1.0,1.0,1.0,45.0,POINT (1492674.948625882 6896610.060044453),1492674.9486258817,6896610.060044453
9439,2,91.0,1.0,1.0,1.0,60.0,POINT (1493816.943997591 6898244.457776839),1493816.9439975908,6898244.457776839
9440,2,100.0,1.0,1.0,1.0,80.0,POINT (1493727.877546483 6897939.694460119),1493727.8775464834,6897939.694460119
9441,4,100.0,2.0,1.0,2.0,112.0,POINT (1492480.640962005 6898066.820545142),1492480.6409620051,6898066.820545142
9442,2,94.0,1.0,1.0,2.0,35.0,POINT (1492936.429963538 6898047.184394588),1492936.4299635382,6898047.184394588
9443,4,98.0,1.0,1.0,1.0,90.0,POINT (1492733.013810469 6898522.199899168),1492733.0138104686,6898522.199899168
9444,4,90.0,1.0,2.0,2.0,140.0,POINT (1493548.571767443 6896526.774051369),1493548.5717674429,6896526.774051369
9445,2,100.0,1.0,1.0,1.0,50.0,POINT (1492574.400666238 6896717.605822641),1492574.400666238,6896717.605822641
9446,4,95.0,1.0,1.0,2.0,59.0,POINT (1492831.633994861 6897110.570355003),1492831.6339948606,6897110.570355003
9447,6,85.0,2.0,1.0,4.0,90.0,POINT (1493328.922480641 6898105.728028663),1493328.9224806412,6898105.7280286625
9448,2,100.0,1.0,1.0,1.0,33.0,POINT (1492278.298897415 6898309.012072045),1492278.2988974154,6898309.012072045
9449,4,97.0,2.0,2.0,2.0,230.0,POINT (1493964.13776755 6897441.390114659),1493964.1377675498,6897441.390114659
9450,3,96.0,2.0,1.0,2.0,60.0,POINT (1492619.218775421 6896611.48874468),1492619.2187754214,6896611.48874468
9451,2,100.0,1.0,1.0,1.0,47.0,POINT (1492961.951651774 6896334.479517558),1492961.9516517743,6896334.479517558
9453,2,100.0,1.0,1.0,1.0,55.0,POINT (1494107.904154899 6897832.345971154),1494107.9041548988,6897832.345971154
9454,1,90.0,2.0,2.0,2.0,79.0,POINT (1492938.383684831 6897366.838735312),1492938.3836848312,6897366.838735312
9455,3,100.0,1.0,1.0,1.0,113.0,POINT (1493064.363778349 6897848.816953771),1493064.363778349,6897848.816953771
9456,2,100.0,1.0,1.0,1.0,85.0,POINT (1493646.811164409 6896605.89510079),1493646.8111644087,6896605.89510079
9457,1,100.0,1.0,2.0,1.0,35.0,POINT (1492747.315660665 6898268.839512719),1492747.3156606646,6898268.839512719
9458,4,80.0,2.0,1.0,2.0,85.0,POINT (1493509.265038842 6896862.831680409),1493509.2650388416,6896862.831680409
9459,5,90.0,2.0,1.0,5.0,151.0,POINT (1493855.105555505 6898205.809552712),1493855.1055555048,6898205.809552712
9460,2,96.0,1.0,1.0,1.0,99.0,POINT (1493149.283379176 6896916.255137945),1493149.283379176,6896916.255137945
9461,1,100.0,1.0,1.0,1.0,25.0,POINT (1492739.290895944 6898458.081291572),1492739.290895944,6898458.081291572
9462,2,97.0,1.0,1.0,1.0,35.0,POINT (1492961.112448652 6897448.425300755),1492961.112448652,6897448.425300755
9463,2,80.0,1.0,1.0,2.0,50.0,POINT (1493949.071867301 6897387.440689683),1493949.0718673007,6897387.440689683
9465,2,75.0,1.0,1.0,1.0,20.0,POINT (1492669.168878779 6898409.03343036),1492669.1688787786,6898409.03343036
9466,4,96.0,1.0,1.0,2.0,120.0,POINT (1492788.760795 6898456.377556564),1492788.760795,6898456.377556564
9467,2,98.0,2.0,1.0,1.0,45.0,POINT (1493533.04143717 6897923.106096289),1493533.04143717,6897923.106096289
9468,2,80.0,1.0,1.0,1.0,43.0,POINT (1492328.582546982 6896518.623561826),1492328.5825469815,6896518.623561826
9469,4,98.0,2.0,1.0,2.0,110.0,POINT (1493484.066861949 6897408.191313304),1493484.066861949,6897408.191313304
9470,2,100.0,1.0,1.0,1.0,50.0,POINT (1492679.360108107 6896975.720458331),1492679.3601081073,6896975.720458331
9471,4,98.0,2.0,2.0,2.0,150.0,POINT (1493371.319076356 6897591.949551732),1493371.319076356,6897591.949551732
9472,1,96.0,1.0,1.0,1.0,28.0,POINT (1494076.793540054 6897856.038919461),1494076.793540054,6897856.038919461
9473,3,98.0,1.0,2.0,2.0,35.0,POINT (1493812.095222232 6896813.959223632),1493812.095222232,6896813.959223632
9474,2,96.0,1.0,1.0,1.0,80.0,POINT (1494254.41566957 6898144.685546841),1494254.4156695695,6898144.6855468415
9475,2,100.0,1.0,1.0,1.0,27.0,POINT (1492833.83946572 6898481.729128562),1492833.8394657199,6898481.729128562
9476,2,90.0,1.0,1.0,1.0,40.0,POINT (1493914.928906359 6897131.375374088),1493914.9289063595,6897131.375374088
9477,2,96.0,1.0,1.0,1.0,36.0,POINT (1494094.945975968 6897906.254323034),1494094.9459759684,6897906.254323034
9479,8,90.0,3.0,1.0,8.0,185.0,POINT (1493340.083256768 6898333.008502538),1493340.083256768,6898333.008502538
9481,3,94.0,2.0,1.0,2.0,70.0,POINT (1493846.847525527 6896660.267405618),1493846.8475255268,6896660.267405618
9482,3,98.0,1.0,1.0,1.0,35.0,POINT (1492842.431008334 6898366.259561783),1492842.4310083336,6898366.259561783
9483,2,100.0,0.0,1.0,1.0,37.0,POINT (1492963.16904444 6898035.640313557),1492963.16904444,6898035.640313557
9484,1,95.0,1.0,1.0,1.0,30.0,POINT (1493565.243395699 6897986.547064381),1493565.2433956994,6897986.547064381
9485,2,100.0,1.0,1.0,1.0,49.0,POINT (1493398.851067695 6896781.256227354),1493398.8510676946,6896781.256227354
9486,3,97.0,2.0,1.0,2.0,89.0,POINT (1493691.403272976 6896888.319792261),1493691.403272976,6896888.319792261
9487,2,95.0,1.0,1.0,1.0,120.0,POINT (1492503.632584599 6897474.118557984),1492503.6325845993,6897474.118557984
9488,2,100.0,1.0,1.0,1.0,30.0,POINT (1493588.756000587 6898340.337013713),1493588.7560005873,6898340.337013713
9489,2,99.0,1.0,1.0,1.0,42.0,POINT (1494303.664921249 6897943.735802808),1494303.664921249,6897943.735802808
9490,4,85.0,2.0,1.0,2.0,129.0,POINT (1492528.87818367 6897801.770735209),1492528.8781836699,6897801.770735209
9491,2,100.0,1.0,1.0,1.0,75.0,POINT (1492641.51671075 6896730.311486917),1492641.51671075,6896730.311486917
9493,2,93.0,1.0,1.0,1.0,40.0,POINT (1493820.390396134 6897311.268730557),1493820.3903961342,6897311.268730557
9494,2,100.0,1.0,1.0,1.0,45.0,POINT (1493240.097903915 6898332.103676244),1493240.0979039147,6898332.103676244
9495,5,100.0,1.0,1.0,2.0,55.0,POINT (1494157.306479183 6897586.335126306),1494157.3064791826,6897586.335126306
9496,3,95.0,1.0,1.0,1.0,150.0,POINT (1493000.469195294 6897830.528532504),1493000.4691952942,6897830.528532504
9499,8,90.0,3.0,2.0,4.0,210.0,POINT (1492314.389686203 6898208.096812393),1492314.3896862029,6898208.096812393
9500,6,96.0,2.0,1.0,1.0,99.0,POINT (1492833.46101284 6898009.158456579),1492833.4610128398,6898009.158456579
9501,1,99.0,1.0,1.0,1.0,25.0,POINT (1493032.288602159 6898275.695999674),1493032.288602159,6898275.6959996745
9502,3,80.0,1.0,1.0,2.0,25.0,POINT (1493023.616151029 6898101.058853759),1493023.6161510295,6898101.058853759
9503,2,90.0,1.0,1.0,1.0,39.0,POINT (1493751.765825572 6896624.386239268),1493751.7658255724,6896624.386239268
9504,2,100.0,1.0,1.0,1.0,80.0,POINT (1493361.713789088 6898100.361984794),1493361.713789088,6898100.361984794
9506,1,97.0,1.0,1.0,1.0,35.0,POINT (1492917.222323195 6896352.019242834),1492917.222323195,6896352.019242834
9507,2,95.0,1.0,1.0,1.0,56.0,POINT (1492939.579762828 6897624.233402139),1492939.5797628276,6897624.233402139
9508,2,100.0,1.0,1.5,1.0,70.0,POINT (1493034.29591221 6898341.424885508),1493034.2959122104,6898341.424885508
9509,4,85.0,1.0,1.0,4.0,74.0,POINT (1492817.030868685 6897814.894085421),1492817.0308686846,6897814.894085421
9510,2,94.0,1.0,0.5,1.0,30.0,POINT (1494154.299775156 6897652.187329013),1494154.2997751562,6897652.187329013
9513,3,90.0,2.0,1.0,2.0,77.0,POINT (1493800.341726382 6897938.06645287),1493800.3417263823,6897938.06645287
9514,6,94.0,1.0,1.0,3.0,130.0,POINT (1492424.922701494 6898330.966819776),1492424.9227014943,6898330.966819776
9515,4,97.0,2.0,1.0,2.0,80.0,POINT (1493701.114482686 6896697.932583677),1493701.1144826857,6896697.932583677
9518,3,96.0,2.0,1.0,2.0,80.0,POINT (1494079.366703036 6897932.81938043),1494079.3667030355,6897932.81938043
9519,2,97.0,1.0,1.0,1.0,70.0,POINT (1493874.299350508 6897975.1004988),1493874.2993505085,6897975.1004988
9520,2,100.0,1.0,1.0,1.0,90.0,POINT (1493397.911758364 6898289.514048323),1493397.911758364,6898289.514048323
9521,2,95.0,1.0,1.0,1.0,42.0,POINT (1493110.896708325 6896359.457272549),1493110.8967083253,6896359.457272549
9523,2,90.0,1.0,1.0,1.0,48.0,POINT (1492597.418411509 6897673.087351349),1492597.418411509,6897673.087351349
9525,6,94.0,2.0,1.5,4.0,124.0,POINT (1493715.376287655 6897172.270037618),1493715.3762876554,6897172.2700376185
9526,6,93.0,3.0,2.0,3.0,120.0,POINT (1492900.588677195 6897616.261508925),1492900.588677195,6897616.261508925
9528,4,100.0,1.0,1.0,9.0,20.0,POINT (1492675.931394966 6898394.089081114),1492675.9313949656,6898394.089081114
9529,2,95.0,1.0,1.5,1.0,60.0,POINT (1492347.570385478 6898231.238762327),1492347.5703854775,6898231.238762327
9531,2,100.0,1.0,1.0,1.0,30.0,POINT (1492526.394599321 6898041.728181677),1492526.3945993213,6898041.728181677
9532,3,100.0,1.0,1.0,1.0,25.0,POINT (1494097.927386618 6897464.002090113),1494097.9273866178,6897464.002090113
9533,4,94.0,2.0,1.0,3.0,114.0,POINT (1493528.886192997 6898345.478348449),1493528.8861929968,6898345.478348449
9534,3,94.0,1.0,1.0,2.0,75.0,POINT (1494027.428387671 6897565.772477767),1494027.4283876708,6897565.772477767
9535,2,96.0,1.0,1.0,1.0,31.0,POINT (1494072.29899062 6898175.543461697),1494072.2989906198,6898175.543461697
9537,3,98.0,1.0,1.0,1.0,77.0,POINT (1492421.752393235 6898307.428162056),1492421.7523932355,6898307.428162056
9538,2,97.0,1.0,1.0,1.0,85.0,POINT (1492701.229706026 6897208.678495741),1492701.2297060257,6897208.678495741
9539,6,95.0,2.0,1.0,3.0,99.0,POINT (1492926.030932568 6898135.070821078),1492926.0309325685,6898135.070821078
9540,1,100.0,1.0,1.0,1.0,25.0,POINT (1492655.508415458 6898540.214858686),1492655.5084154576,6898540.214858686
9541,2,87.0,1.0,1.0,2.0,80.0,POINT (1493975.35946878 6897320.208130522),1493975.3594687802,6897320.208130522
9542,4,100.0,2.0,1.0,2.0,65.0,POINT (1492631.50335081 6898305.73806823),1492631.5033508097,6898305.7380682295
9543,2,92.0,1.0,1.0,1.0,60.0,POINT (1494085.294704269 6897753.504053934),1494085.2947042692,6897753.5040539345
9544,2,96.0,1.0,1.0,2.0,89.0,POINT (1493768.190033479 6898229.378678059),1493768.1900334794,6898229.378678059
9545,2,100.0,1.0,1.0,1.0,23.0,POINT (1493038.588393393 6897562.81984023),1493038.5883933932,6897562.81984023
9546,3,94.0,1.0,1.0,2.0,65.0,POINT (1493609.750298241 6898320.186814044),1493609.7502982407,6898320.186814044
9547,1,90.0,1.0,1.0,1.0,61.0,POINT (1493398.387897269 6898409.786059085),1493398.3878972693,6898409.786059085
9549,2,99.0,1.0,1.0,1.0,92.0,POINT (1492547.691131882 6898342.590196511),1492547.6911318817,6898342.590196511
9550,3,100.0,1.0,2.0,2.0,50.0,POINT (1492523.146124976 6896525.112909553),1492523.146124976,6896525.112909553
9551,3,92.0,2.0,1.0,2.0,87.0,POINT (1494036.649966689 6898061.711834312),1494036.6499666893,6898061.711834312
9553,3,96.0,1.0,1.0,2.0,75.0,POINT (1493129.433573594 6896630.123811632),1493129.4335735943,6896630.123811632
9554,2,80.0,1.0,1.0,1.0,39.0,POINT (1492848.051201613 6897787.464646192),1492848.0512016132,6897787.464646192
9555,6,80.0,2.0,1.0,4.0,80.0,POINT (1494175.934921041 6897963.606848432),1494175.934921041,6897963.606848432
9556,3,93.0,1.0,1.0,1.0,98.0,POINT (1492593.740215841 6896977.956393193),1492593.740215841,6896977.956393193
9557,4,100.0,1.0,1.0,2.0,75.0,POINT (1492643.515915876 6897640.30068955),1492643.5159158763,6897640.30068955
9559,2,98.0,1.0,1.0,1.0,46.0,POINT (1492481.257224508 6898223.529820224),1492481.2572245076,6898223.529820224
9561,4,100.0,2.0,1.5,3.0,195.0,POINT (1493826.631744399 6897705.518862138),1493826.6317443992,6897705.518862138
9562,2,93.0,1.0,1.0,1.0,69.0,POINT (1494255.306670301 6898018.950607282),1494255.3066703007,6898018.950607282
9563,4,90.0,2.0,1.0,2.0,91.0,POINT (1493722.743968482 6898228.619831409),1493722.743968482,6898228.619831409
9564,3,100.0,1.0,1.0,2.0,30.0,POINT (1493787.445113964 6898147.361486246),1493787.4451139637,6898147.361486246
9565,3,100.0,1.0,1.0,2.0,70.0,POINT (1493309.932900028 6896443.717823803),1493309.932900028,6896443.717823803
9566,3,90.0,1.0,1.0,1.0,49.0,POINT (1492828.607493863 6898272.707788195),1492828.6074938634,6898272.707788195
9567,2,93.0,0.0,1.0,1.0,52.0,POINT (1492779.735637264 6897929.829493598),1492779.735637264,6897929.829493598
9568,6,100.0,2.0,1.0,3.0,120.0,POINT (1492430.405769343 6898429.404656039),1492430.4057693435,6898429.404656039
9569,2,96.0,1.0,1.5,1.0,85.0,POINT (1493072.878802769 6897571.405810454),1493072.8788027687,6897571.405810454
9570,2,100.0,1.0,1.0,2.0,40.0,POINT (1493122.26786495 6897916.309226453),1493122.2678649505,6897916.309226453
9572,2,96.0,1.0,1.0,2.0,130.0,POINT (1493702.461595336 6898157.228344661),1493702.461595336,6898157.228344661
9573,3,80.0,1.0,1.0,2.0,70.0,POINT (1493380.003889737 6897107.042847999),1493380.0038897367,6897107.042847999
9574,6,91.0,1.0,1.0,3.0,50.0,POINT (1494001.361085135 6897236.77582192),1494001.3610851355,6897236.7758219205
9575,2,100.0,1.0,2.0,1.0,55.0,POINT (1492511.774396321 6896474.186337451),1492511.7743963208,6896474.186337451
9577,4,100.0,1.0,1.0,3.0,57.0,POINT (1494164.585597201 6897915.927847442),1494164.5855972015,6897915.927847442
9578,2,99.0,1.0,1.0,1.0,71.0,POINT (1492674.69609478 6897888.530259321),1492674.6960947795,6897888.530259321
9579,2,98.0,1.0,1.0,1.0,32.0,POINT (1493886.518290397 6897666.161858922),1493886.5182903975,6897666.161858922
9580,4,100.0,2.0,2.0,2.0,189.0,POINT (1493987.470646886 6898197.944472088),1493987.4706468862,6898197.9444720885
9582,4,100.0,1.0,1.0,1.0,90.0,POINT (1493368.875785859 6896292.699536556),1493368.8757858586,6896292.699536556
9583,2,99.0,1.0,1.0,1.0,25.0,POINT (1493911.726971874 6897224.078036811),1493911.7269718742,6897224.078036811
9584,2,89.0,1.0,1.0,1.0,23.0,POINT (1493766.011100876 6898159.178632453),1493766.0111008757,6898159.178632453
9585,2,98.0,1.0,1.0,1.0,60.0,POINT (1492727.55951771 6896380.207687997),1492727.5595177095,6896380.207687997
9588,5,100.0,2.0,2.0,2.0,120.0,POINT (1493571.039697355 6896346.320692305),1493571.0396973551,6896346.320692305
9589,2,95.0,1.0,1.0,1.0,67.0,POINT (1492693.519423995 6898424.197423662),1492693.5194239952,6898424.197423662
9592,1,80.0,1.0,1.5,1.0,19.0,POINT (1493063.099168482 6898427.337199246),1493063.0991684825,6898427.337199246
9593,1,100.0,1.0,1.0,1.0,30.0,POINT (1493430.217822566 6896344.424249215),1493430.217822566,6896344.424249215
9595,3,96.0,1.0,1.0,1.0,80.0,POINT (1492898.013198713 6897684.030830838),1492898.0131987126,6897684.030830838
9596,4,92.0,1.0,1.0,2.0,90.0,POINT (1493638.024703592 6897443.755186649),1493638.0247035923,6897443.755186649
9597,2,100.0,1.0,1.0,1.0,45.0,POINT (1494072.30429769 6898106.360318645),1494072.3042976903,6898106.360318645
9598,4,97.0,2.0,2.0,2.0,220.0,POINT (1492606.783013968 6896673.334052321),1492606.7830139678,6896673.334052321
9600,3,97.0,2.0,1.0,2.0,75.0,POINT (1493998.640776436 6898120.413853657),1493998.6407764363,6898120.413853657
9601,2,93.0,1.0,1.0,1.0,60.0,POINT (1493571.457165108 6897910.199156865),1493571.457165108,6897910.1991568655
9602,2,100.0,1.0,1.0,1.0,33.0,POINT (1492782.857722192 6898070.429859733),1492782.857722192,6898070.429859733
9604,3,91.0,1.0,1.0,2.0,63.0,POINT (1493482.472993054 6898341.845271407),1493482.472993054,6898341.845271407
9606,2,100.0,1.0,1.0,1.0,60.0,POINT (1492607.474698286 6896665.320387167),1492607.4746982863,6896665.320387167
9607,4,98.0,2.0,2.0,2.0,220.0,POINT (1492640.538531376 6896443.759307262),1492640.538531376,6896443.7593072625
9608,2,100.0,0.0,1.0,1.0,48.0,POINT (1493385.223711145 6897008.346050511),1493385.2237111446,6897008.346050511
9609,1,93.0,1.0,1.0,1.0,29.0,POINT (1492545.128509516 6896851.35075941),1492545.128509516,6896851.35075941
9610,2,97.0,1.0,1.0,1.0,72.0,POINT (1492977.392429821 6897891.073267069),1492977.392429821,6897891.073267069
9611,4,80.0,2.0,1.0,2.0,60.0,POINT (1493677.031130597 6897574.304953701),1493677.0311305975,6897574.304953701
9612,2,97.0,1.0,1.0,1.0,60.0,POINT (1493579.643257866 6896901.702797252),1493579.6432578664,6896901.702797252
9613,2,97.0,1.0,1.0,1.0,49.0,POINT (1492937.462029649 6897783.306295501),1492937.4620296487,6897783.306295501
9614,4,92.0,1.0,1.0,1.0,69.0,POINT (1494181.525879726 6898059.738900063),1494181.5258797258,6898059.738900063
9615,7,83.0,3.0,1.0,5.0,170.0,POINT (1492819.26145615 6897912.197322656),1492819.2614561499,6897912.197322656
9616,2,96.0,1.0,1.5,1.0,39.0,POINT (1492759.357029797 6898283.814691798),1492759.3570297973,6898283.814691798
9617,2,100.0,1.0,1.0,2.0,60.0,POINT (1492640.013103899 6897319.885468834),1492640.0131038988,6897319.885468834
9618,4,100.0,2.0,1.0,2.0,50.0,POINT (1493657.272291549 6897142.395770941),1493657.2722915495,6897142.395770941
9620,2,100.0,2.0,1.0,2.0,98.0,POINT (1493356.028704343 6897439.661456494),1493356.0287043434,6897439.661456494
9621,2,94.0,1.0,1.0,1.0,50.0,POINT (1492565.512221498 6897684.885369517),1492565.512221498,6897684.885369517
9622,4,89.0,1.0,1.0,1.0,90.0,POINT (1492481.62495079 6898283.233359341),1492481.6249507896,6898283.233359341
9623,3,98.0,2.0,1.0,3.0,110.0,POINT (1493849.993562672 6897869.458095782),1493849.9935626723,6897869.4580957815
9624,2,96.0,0.0,1.0,1.0,58.0,POINT (1495451.044612334 6897310.192236583),1495451.0446123336,6897310.192236583
9625,2,100.0,1.0,1.0,1.0,32.0,POINT (1495251.420561078 6896950.5115654),1495251.4205610785,6896950.5115654
9626,2,100.0,0.0,1.0,1.0,45.0,POINT (1494479.458789657 6897209.267536895),1494479.4587896573,6897209.267536895
9627,2,100.0,1.0,1.0,1.0,85.0,POINT (1495213.546974366 6897319.4396082),1495213.5469743658,6897319.4396081995
9628,2,100.0,1.0,1.0,1.0,42.0,POINT (1494822.533194292 6897789.423286615),1494822.533194292,6897789.423286615
9629,2,95.0,1.0,1.0,1.0,75.0,POINT (1495486.837793349 6896699.420098304),1495486.8377933493,6896699.420098304
9630,2,100.0,0.0,1.0,1.0,50.0,POINT (1494087.303111396 6896110.797660409),1494087.3031113956,6896110.7976604095
9631,6,92.0,3.0,1.0,3.0,77.0,POINT (1494865.036872461 6897597.792742908),1494865.0368724607,6897597.792742908
9632,4,89.0,1.0,1.0,1.0,65.0,POINT (1495495.179850746 6897222.797517996),1495495.1798507462,6897222.797517996
9633,2,98.0,1.0,1.0,1.0,68.0,POINT (1495779.864503503 6896986.638270818),1495779.864503503,6896986.638270818
9634,3,97.0,1.0,1.0,1.0,85.0,POINT (1494404.829503829 6897097.725947294),1494404.8295038287,6897097.725947294
9635,2,70.0,1.0,1.0,2.0,50.0,POINT (1494434.549181599 6898446.333019808),1494434.549181599,6898446.333019808
9636,3,80.0,1.0,1.0,2.0,65.0,POINT (1495319.356065046 6898246.415882974),1495319.356065046,6898246.415882974
9637,2,100.0,1.0,1.0,1.0,55.0,POINT (1494729.842694063 6897219.857316219),1494729.8426940634,6897219.857316219
9638,2,88.0,1.0,1.0,1.0,89.0,POINT (1495142.313104498 6896823.575091016),1495142.3131044982,6896823.575091016
9639,2,100.0,2.0,2.0,2.0,45.0,POINT (1494668.809833313 6897930.230796366),1494668.8098333129,6897930.230796366
9640,4,92.0,2.0,1.0,3.0,50.0,POINT (1495540.638201765 6896387.486184457),1495540.6382017648,6896387.486184457
9641,5,100.0,2.0,1.5,2.0,130.0,POINT (1494756.094861338 6897169.762276314),1494756.094861338,6897169.762276314
9642,2,90.0,1.0,1.0,1.0,55.0,POINT (1493817.605864442 6896179.718319858),1493817.6058644422,6896179.718319858
9644,3,100.0,1.0,2.0,1.0,120.0,POINT (1495694.783661164 6897109.298094857),1495694.783661164,6897109.298094857
9645,2,97.0,1.0,1.0,1.0,50.0,POINT (1495341.402072275 6896416.548663518),1495341.4020722753,6896416.548663518
9646,4,100.0,2.0,2.0,2.0,120.0,POINT (1495869.117912663 6896976.664961473),1495869.1179126634,6896976.664961473
9647,2,100.0,1.0,1.0,1.0,52.0,POINT (1495715.752103596 6896744.871091938),1495715.7521035962,6896744.871091938
9649,3,88.0,1.0,1.0,2.0,60.0,POINT (1495489.3531205 6896790.121726151),1495489.3531204998,6896790.121726151
9650,4,91.0,1.0,1.0,2.0,89.0,POINT (1495343.200876493 6896560.596271204),1495343.2008764932,6896560.596271204
9651,2,93.0,1.0,1.0,1.0,45.0,POINT (1494859.307502997 6897695.115851169),1494859.3075029969,6897695.115851169
9652,2,94.0,1.0,1.0,1.0,55.0,POINT (1495573.794627898 6896818.552376815),1495573.7946278981,6896818.552376815
9653,2,100.0,1.0,1.0,1.0,74.0,POINT (1495433.239369123 6896416.787798864),1495433.2393691232,6896416.787798864
9654,2,90.0,1.0,1.0,2.0,60.0,POINT (1495391.325224011 6896889.867999652),1495391.3252240105,6896889.867999652
9655,3,97.0,2.0,2.0,4.0,200.0,POINT (1494317.340459753 6896956.296458193),1494317.340459753,6896956.296458193
9657,5,97.0,2.0,1.0,4.0,109.0,POINT (1495009.296638069 6897608.113842838),1495009.2966380694,6897608.113842838
9658,2,88.0,2.0,1.0,2.0,65.0,POINT (1495253.726230073 6896751.948306425),1495253.7262300733,6896751.948306425
9659,2,93.0,1.0,1.0,1.0,75.0,POINT (1495782.611689455 6896875.59697609),1495782.611689455,6896875.59697609
9660,2,99.0,1.0,1.0,1.0,50.0,POINT (1494990.125870901 6897279.288148624),1494990.125870901,6897279.288148624
9661,4,100.0,1.0,1.0,2.0,65.0,POINT (1494343.352785825 6897811.361003268),1494343.3527858248,6897811.361003268
9663,2,100.0,1.0,1.0,1.0,32.0,POINT (1494731.907304801 6896997.517083838),1494731.9073048006,6896997.517083838
9664,2,97.0,1.0,1.0,2.0,40.0,POINT (1495274.677894404 6896447.321128136),1495274.6778944037,6896447.3211281365
9665,2,95.0,1.0,1.0,1.0,96.0,POINT (1494404.221428888 6897415.689086678),1494404.2214288884,6897415.689086678
9667,4,92.0,2.0,1.0,3.0,69.0,POINT (1494520.983169599 6896421.574983768),1494520.9831695985,6896421.574983768
9668,5,83.0,2.0,1.0,3.0,128.0,POINT (1494176.333366516 6897243.416109093),1494176.3333665156,6897243.416109093
9669,3,97.0,1.0,1.0,1.0,70.0,POINT (1494165.29066563 6897457.646486433),1494165.29066563,6897457.646486433
9670,2,93.0,1.0,1.0,1.0,50.0,POINT (1495511.008545667 6896785.347568012),1495511.008545667,6896785.347568012
9671,6,90.0,2.0,1.0,4.0,169.0,POINT (1495115.757701545 6896542.76476305),1495115.7577015455,6896542.76476305
9673,2,96.0,2.0,1.0,1.0,49.0,POINT (1494584.764172639 6896976.978625529),1494584.7641726395,6896976.9786255285
9674,3,93.0,1.0,1.0,1.0,75.0,POINT (1494572.359812061 6898723.212995647),1494572.3598120613,6898723.2129956465
9675,7,98.0,3.0,1.0,6.0,90.0,POINT (1494743.660726312 6897836.889518688),1494743.660726312,6897836.889518688
9676,2,94.0,1.0,1.0,1.0,60.0,POINT (1494763.362138375 6898006.905330963),1494763.362138375,6898006.905330963
9677,4,100.0,2.0,1.0,3.0,95.0,POINT (1495960.024116456 6896985.964167887),1495960.0241164558,6896985.964167887
9679,1,95.0,1.0,1.0,1.0,25.0,POINT (1494710.244827775 6897940.301538895),1494710.244827775,6897940.301538895
9680,2,90.0,1.0,1.0,1.0,50.0,POINT (1494375.119378669 6897457.081330234),1494375.1193786687,6897457.081330234
9681,4,100.0,2.0,1.0,2.0,108.0,POINT (1494492.748934385 6896896.857563598),1494492.748934385,6896896.857563598
9682,3,83.0,1.0,1.0,2.0,78.0,POINT (1494284.667696507 6897443.771149607),1494284.6676965067,6897443.771149607
9683,4,100.0,2.0,1.0,2.0,45.0,POINT (1494231.212566105 6897357.967833755),1494231.212566105,6897357.967833755
9685,2,100.0,1.0,1.0,1.0,70.0,POINT (1494316.515473615 6896919.634728814),1494316.515473615,6896919.6347288145
9686,3,90.0,1.0,1.0,2.0,55.0,POINT (1495409.763607069 6897312.548350905),1495409.763607069,6897312.548350905
9687,2,90.0,1.0,1.0,1.0,45.0,POINT (1495553.512665105 6896611.470355103),1495553.512665105,6896611.470355103
